anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
CDS (ENSMUST00000093292.10, CDS 1 of 1, 930bp)	chr11	20647870	20648044	175	chr11:20647870-20648044|Locus_12658	group1	protein_coding	Sertad2	CDS	ENSMUST00000093292.10
CDS (ENSMUST00000093292.10, CDS 1 of 1, 930bp)	chr11	20648195	20648244	50	chr11:20648195-20648244|Locus_12659	group1	protein_coding	Sertad2	CDS	ENSMUST00000093292.10
CDS (ENSMUST00000093292.10, CDS 1 of 1, 930bp)	chr11	20648345	20649144	800	chr11:20648345-20649144|Locus_12660	group1	protein_coding	Sertad2	CDS	ENSMUST00000093292.10
CDS (ENSMUST00000093299.12, CDS 7 of 7, 657bp)	chr11	20020858	20021382	525	chr11:20020858-20021382|Locus_1628	group1	protein_coding	Spred2	CDS	ENSMUST00000093299.12
CDS (ENSMUST00000093312.5, CDS 3 of 4, 1140bp)	chr8	91800215	91800489	275	chr8:91800215-91800489|Locus_3430	group1	protein_coding	Irx3	CDS	ENSMUST00000093312.5
Intron (ENSMUST00000093360.11, intron 1 of 24)	chr8	85037753	85037802	50	chr8:85037753-85037802|Locus_5931	group1	protein_coding	Tnpo2	Intron	ENSMUST00000093360.11
Intron (ENSMUST00000093360.11, intron 1 of 24)	chr8	85037928	85038102	175	chr8:85037928-85038102|Locus_5932	group1	protein_coding	Tnpo2	Intron	ENSMUST00000093360.11
CDS (ENSMUST00000093362.11, CDS 1 of 6, 2579bp)	chr11	5717877	5718251	375	chr11:5717877-5718251|Locus_12960	group1	protein_coding	Urgcp	CDS	ENSMUST00000093362.11
CDS (ENSMUST00000093362.11, CDS 1 of 6, 2579bp)	chr11	5716427	5717751	1325	chr11:5716427-5717751|Locus_12961	group1	protein_coding	Urgcp	CDS	ENSMUST00000093362.11
CDS (ENSMUST00000093362.11, CDS 1 of 6, 2579bp)	chr11	5715402	5716376	975	chr11:5715402-5716376|Locus_12962	group1	protein_coding	Urgcp	CDS	ENSMUST00000093362.11
CDS (ENSMUST00000093369.4, CDS 1 of 4, 2071bp)	chr11	4941029	4941328	300	chr11:4941029-4941328|Locus_11265	group1	protein_coding	Nefh	CDS	ENSMUST00000093369.4
CDS (ENSMUST00000093369.4, CDS 1 of 4, 2071bp)	chr11	4939179	4939978	800	chr11:4939179-4939978|Locus_11266	group1	protein_coding	Nefh	CDS	ENSMUST00000093369.4
CDS (ENSMUST00000093381.10, CDS 8 of 10, 646bp)	chr11	4147740	4148900	1161	chr11:4147740-4148900|Locus_6305	group1	protein_coding	Ccdc157	CDS	ENSMUST00000093381.10
UTR5 (ENSMUST00000093389.8)	chr11	3649516	3649815	300	chr11:3649516-3649815|Locus_16046	group1	protein_coding	Morc2a	UTR5	ENSMUST00000093389.8
CDS (ENSMUST00000093389.8, CDS 1 of 26, 68bp)	chr11	3649866	3650440	575	chr11:3649866-3650440|Locus_16047	group1	protein_coding	Morc2a	CDS	ENSMUST00000093389.8
CDS (ENSMUST00000093389.8, CDS 25 of 26, 189bp)	chr11	3688196	3690305	2110	chr11:3688196-3690305|Locus_16048	group1	protein_coding	Morc2a	CDS	ENSMUST00000093389.8
CDS (ENSMUST00000093427.10, CDS 4 of 18, 1270bp)	chr8	72667099	72667523	425	chr8:72667099-72667523|Locus_10521	group1	protein_coding	Nwd1	CDS	ENSMUST00000093427.10
CDS (ENSMUST00000093427.10, CDS 16 of 18, 551bp)	chr8	72707571	72707720	150	chr8:72707571-72707720|Locus_10522	group1	protein_coding	Nwd1	CDS	ENSMUST00000093427.10
CDS (ENSMUST00000093427.10, CDS 18 of 18, 299bp)	chr8	72711710	72712059	350	chr8:72711710-72712059|Locus_10523	group1	protein_coding	Nwd1	CDS	ENSMUST00000093427.10
CDS (ENSMUST00000093450.5, CDS 5 of 17, 807bp)	chr8	71480604	71481003	400	chr8:71480604-71481003|Locus_11406	group1	protein_coding	Ano8	CDS	ENSMUST00000093450.5
CDS (ENSMUST00000093470.6, CDS 1 of 1, 873bp)	chr8	67501563	67501762	200	chr8:67501563-67501762|Locus_4160	group1	protein_coding	Nat2	CDS	ENSMUST00000093470.6
CDS (ENSMUST00000093772.3, CDS 6 of 6, 275bp)	chr9	121767580	121768029	450	chr9:121767580-121768029|Locus_10096	group1	protein_coding	Zfp651	CDS	ENSMUST00000093772.3
CDS (ENSMUST00000093785.5, CDS 1 of 1, 945bp)	chr9	107583765	107584039	275	chr9:107583765-107584039|Locus_1408	group1	protein_coding	Nat6	CDS	ENSMUST00000093785.5
CDS (ENSMUST00000093792.3, CDS 1 of 1, 1239bp)	chr9	100552563	100570975	18413	chr9:100552563-100570975|Locus_9487	group1	protein_coding	Slc35g2	CDS	ENSMUST00000093792.3
CDS (ENSMUST00000093802.5, CDS 5 of 26, 644bp)	chr9	87203694	87204068	375	chr9:87203694-87204068|Locus_11418	group1	protein_coding	Cep162	CDS	ENSMUST00000093802.5
CDS (ENSMUST00000093802.5, CDS 2 of 26, 135bp)	chr9	87192502	87193601	1100	chr9:87192502-87193601|Locus_11419	group1	protein_coding	Cep162	CDS	ENSMUST00000093802.5
CDS (ENSMUST00000093811.10, CDS 2 of 5, 2809bp)	chr9	79820302	79820376	75	chr9:79820302-79820376|Locus_14888	group1	protein_coding	Filip1	CDS	ENSMUST00000093811.10
CDS (ENSMUST00000093811.10, CDS 2 of 5, 2809bp)	chr9	79819327	79819601	275	chr9:79819327-79819601|Locus_14889	group1	protein_coding	Filip1	CDS	ENSMUST00000093811.10
CDS (ENSMUST00000093811.10, CDS 2 of 5, 2809bp)	chr9	79818102	79818376	275	chr9:79818102-79818376|Locus_14890	group1	protein_coding	Filip1	CDS	ENSMUST00000093811.10
CDS (ENSMUST00000093844.4, CDS 5 of 6, 829bp)	chr9	55004450	55004749	300	chr9:55004450-55004749|Locus_1500	group1	protein_coding	Chrna5	CDS	ENSMUST00000093844.4
CDS (ENSMUST00000093852.4, CDS 6 of 6, 1268bp)	chr9	48832769	48833093	325	chr9:48832769-48833093|Locus_8430	group1	protein_coding	Zbtb16	CDS	ENSMUST00000093852.4
CDS (ENSMUST00000093852.4, CDS 6 of 6, 1268bp)	chr9	48832069	48832593	525	chr9:48832069-48832593|Locus_8431	group1	protein_coding	Zbtb16	CDS	ENSMUST00000093852.4
CDS (ENSMUST00000093852.4, CDS 1 of 6, 230bp)	chr9	48657047	48657171	125	chr9:48657047-48657171|Locus_8432	group1	protein_coding	Zbtb16	CDS	ENSMUST00000093852.4
Intron (ENSMUST00000093873.8, intron 3 of 5)	chr9	35126478	35126827	350	chr9:35126478-35126827|Locus_16847	group1	processed_transcript	4930581F22Rik	Intron	ENSMUST00000093873.8
CDS (ENSMUST00000093902.11, CDS 25 of 67, 1150bp)	chr11	119435986	119436110	125	chr11:119435986-119436110|Locus_13764	group1	protein_coding	Rnf213	CDS	ENSMUST00000093902.11
CDS (ENSMUST00000093902.11, CDS 28 of 67, 3603bp)	chr11	119440414	119440613	200	chr11:119440414-119440613|Locus_13765	group1	protein_coding	Rnf213	CDS	ENSMUST00000093902.11
CDS (ENSMUST00000093902.11, CDS 28 of 67, 3603bp)	chr11	119440739	119441113	375	chr11:119440739-119441113|Locus_13766	group1	protein_coding	Rnf213	CDS	ENSMUST00000093902.11
CDS (ENSMUST00000093902.11, CDS 28 of 67, 3603bp)	chr11	119441489	119441538	50	chr11:119441489-119441538|Locus_13767	group1	protein_coding	Rnf213	CDS	ENSMUST00000093902.11
CDS (ENSMUST00000093902.11, CDS 28 of 67, 3603bp)	chr11	119441589	119441838	250	chr11:119441589-119441838|Locus_13768	group1	protein_coding	Rnf213	CDS	ENSMUST00000093902.11
CDS (ENSMUST00000093923.8, CDS 2 of 19, 157bp)	chr11	104504920	104507226	2307	chr11:104504920-104507226|Locus_6399	group1	protein_coding	Cdc27	CDS	ENSMUST00000093923.8
CDS (ENSMUST00000093955.11, CDS 5 of 5, 68bp)	chr11	87743307	87743481	175	chr11:87743307-87743481|Locus_5636	group1	protein_coding	Supt4a	CDS	ENSMUST00000093955.11
UTR3 (ENSMUST00000093969.10)	chr11	84911089	84911226	138	chr11:84911089-84911226|Locus_13108	group1	protein_coding	Myo19	UTR3	ENSMUST00000093969.10
UTR3 (ENSMUST00000093976.3)	chr3	126439417	126439541	125	chr3:126439417-126439541|Locus_10134	group1	protein_coding	Arsj	UTR3	ENSMUST00000093976.3
CDS (ENSMUST00000093983.10, CDS 2 of 2, 201bp)	chr11	79526935	79528384	1450	chr11:79526935-79528384|Locus_549	group1	protein_coding	Evi2	CDS	ENSMUST00000093983.10
CDS (ENSMUST00000093993.4, CDS 2 of 3, 1391bp)	chr7	139255558	139256457	900	chr7:139255558-139256457|Locus_567	group1	protein_coding	Pwwp2b	CDS	ENSMUST00000093993.4
UTR3 (ENSMUST00000093993.4)	chr7	139267189	139267263	75	chr7:139267189-139267263|Locus_568	group1	protein_coding	Pwwp2b	UTR3	ENSMUST00000093993.4
CDS (ENSMUST00000093995.9, CDS 2 of 17, 660bp)	chr11	77953703	77953952	250	chr11:77953703-77953952|Locus_5193	group1	protein_coding	Sez6	CDS	ENSMUST00000093995.9
CDS (ENSMUST00000094002.9, CDS 7 of 7, 1090bp)	chr7	134349360	134349809	450	chr7:134349360-134349809|Locus_14979	group1	protein_coding	D7Ertd443e	CDS	ENSMUST00000094002.9
CDS (ENSMUST00000094002.9, CDS 7 of 7, 1090bp)	chr7	134348760	134349109	350	chr7:134348760-134349109|Locus_14980	group1	protein_coding	D7Ertd443e	CDS	ENSMUST00000094002.9
UTR3 (ENSMUST00000094002.9)	chr7	134265829	134266228	400	chr7:134265829-134266228|Locus_14981	group1	protein_coding	D7Ertd443e	UTR3	ENSMUST00000094002.9
CDS (ENSMUST00000094004.4, CDS 2 of 2, 526bp)	chr11	77518684	77518733	50	chr11:77518684-77518733|Locus_13876	group1	protein_coding	Abhd15	CDS	ENSMUST00000094004.4
CDS (ENSMUST00000094004.4, CDS 2 of 2, 526bp)	chr11	77518759	77519158	400	chr11:77518759-77519158|Locus_13877	group1	protein_coding	Abhd15	CDS	ENSMUST00000094004.4
CDS (ENSMUST00000094012.10, CDS 2 of 22, 148bp)	chr11	76418834	76419749	916	chr11:76418834-76419749|Locus_1422	group1	protein_coding	Abr	CDS	ENSMUST00000094012.10
CDS (ENSMUST00000094018.5, CDS 7 of 7, 200bp)	chr7	129391030	129391379	350	chr7:129391030-129391379|Locus_11400	group1	protein_coding	Plpp4	CDS	ENSMUST00000094018.5
CDS (ENSMUST00000094048.9, CDS 2 of 7, 251bp)	chr3	100923389	100925604	2216	chr3:100923389-100925604|Locus_7762	group1	protein_coding	Trim45	CDS	ENSMUST00000094048.9
CDS (ENSMUST00000094053.6, CDS 5 of 24, 384bp)	chr7	123162835	123169942	7108	chr7:123162835-123169942|Locus_8253	group1	protein_coding	Tnrc6a	CDS	ENSMUST00000094053.6
CDS (ENSMUST00000094053.6, CDS 6 of 24, 2583bp)	chr7	123170293	123171867	1575	chr7:123170293-123171867|Locus_8254	group1	protein_coding	Tnrc6a	CDS	ENSMUST00000094053.6
UTR3 (ENSMUST00000094053.6)	chr7	123194708	123194757	50	chr7:123194708-123194757|Locus_8255	group1	protein_coding	Tnrc6a	UTR3	ENSMUST00000094053.6
CDS (ENSMUST00000094077.4, CDS 13 of 20, 2168bp)	chr11	69404496	69404620	125	chr11:69404496-69404620|Locus_6349	group1	protein_coding	Kdm6b	CDS	ENSMUST00000094077.4
UTR3 (ENSMUST00000094097.11)	chr7	109973437	109973586	150	chr7:109973437-109973586|Locus_8235	group1	protein_coding	Tmem41b	UTR3	ENSMUST00000094097.11
CDS (ENSMUST00000094116.4, CDS 5 of 5, 830bp)	chr5	145290376	145290950	575	chr5:145290376-145290950|Locus_13379	group1	protein_coding	Zscan25	CDS	ENSMUST00000094116.4
CDS (ENSMUST00000094116.4, CDS 5 of 5, 830bp)	chr5	145291151	145291225	75	chr5:145291151-145291225|Locus_13380	group1	protein_coding	Zscan25	CDS	ENSMUST00000094116.4
UTR3 (ENSMUST00000094161.10)	chr7	98351768	98351942	175	chr7:98351768-98351942|Locus_9376	group1	protein_coding	Tsku	UTR3	ENSMUST00000094161.10
CDS (ENSMUST00000094215.9, CDS 2 of 3, 233bp)	chr7	83895663	83899124	3462	chr7:83895663-83899124|Locus_14134	group1	protein_coding	Mesd	CDS	ENSMUST00000094215.9
UTR3 (ENSMUST00000094215.9)	chr7	83899625	83899824	200	chr7:83899625-83899824|Locus_14135	group1	protein_coding	Mesd	UTR3	ENSMUST00000094215.9
UTR5 (ENSMUST00000094216.4)	chr7	83883298	83883722	425	chr7:83883298-83883722|Locus_16935	group1	protein_coding	Tlnrd1	UTR5	ENSMUST00000094216.4
CDS (ENSMUST00000094216.4, CDS 1 of 1, 1089bp)	chr7	83882448	83882997	550	chr7:83882448-83882997|Locus_16936	group1	protein_coding	Tlnrd1	CDS	ENSMUST00000094216.4
CDS (ENSMUST00000094216.4, CDS 1 of 1, 1089bp)	chr7	83881948	83882297	350	chr7:83881948-83882297|Locus_16937	group1	protein_coding	Tlnrd1	CDS	ENSMUST00000094216.4
CDS (ENSMUST00000094251.10, CDS 2 of 2, 1138bp)	chr2	178420345	178421619	1275	chr2:178420345-178421619|Locus_15103	group1	protein_coding	Fam217b	CDS	ENSMUST00000094251.10
UTR3 (ENSMUST00000094251.10)	chr2	178422120	178422294	175	chr2:178422120-178422294|Locus_15104	group1	protein_coding	Fam217b	UTR3	ENSMUST00000094251.10
UTR3 (ENSMUST00000094276.4)	chr1	177449821	177450220	400	chr1:177449821-177450220|Locus_10428	group1	protein_coding	Zbtb18	UTR3	ENSMUST00000094276.4
CDS (ENSMUST00000094294.4, CDS 4 of 4, 14bp)	chr11	43717779	43720408	2630	chr11:43717779-43720408|Locus_14948	group1	protein_coding	Pwwp2a	CDS	ENSMUST00000094294.4
UTR3 (ENSMUST00000094324.7)	chr9	109892298	109892597	300	chr9:109892298-109892597|Locus_2200	group1	protein_coding	Cdc25a	UTR3	ENSMUST00000094324.7
CDS (ENSMUST00000094331.4, CDS 1 of 1, 840bp)	chr7	64871877	64872526	650	chr7:64871877-64872526|Locus_13383	group1	protein_coding	Nsmce3	CDS	ENSMUST00000094331.4
CDS (ENSMUST00000094340.3, CDS 1 of 1, 1635bp)	chr7	62419318	62419542	225	chr7:62419318-62419542|Locus_7268	group1	protein_coding	Mkrn3	CDS	ENSMUST00000094340.3
CDS (ENSMUST00000094340.3, CDS 1 of 1, 1635bp)	chr7	62418918	62419092	175	chr7:62418918-62419092|Locus_7269	group1	protein_coding	Mkrn3	CDS	ENSMUST00000094340.3
CDS (ENSMUST00000094348.3, CDS 3 of 3, 559bp)	chr1	169933820	169934544	725	chr1:169933820-169934544|Locus_16744	group1	protein_coding	Ccdc190	CDS	ENSMUST00000094348.3
UTR3 (ENSMUST00000094360.12)	chr7	55778643	55778717	75	chr7:55778643-55778717|Locus_8193	group1	protein_coding	Siglech	UTR3	ENSMUST00000094360.12
UTR5 (ENSMUST00000094361.10)	chr12	110696196	110696370	175	chr12:110696196-110696370|Locus_3279	group1	protein_coding	Hsp90aa1	UTR5	ENSMUST00000094361.10
CDS (ENSMUST00000094361.10, CDS 9 of 10, 367bp)	chr12	110694031	110695054	1024	chr12:110694031-110695054|Locus_3280	group1	protein_coding	Hsp90aa1	CDS	ENSMUST00000094361.10
CDS (ENSMUST00000094361.10, CDS 3 of 10, 269bp)	chr12	110692319	110692674	356	chr12:110692319-110692674|Locus_3281	group1	protein_coding	Hsp90aa1	CDS	ENSMUST00000094361.10
CDS (ENSMUST00000094398.12, CDS 1 of 12, 168bp)	chr7	46926216	46926340	125	chr7:46926216-46926340|Locus_12052	group1	protein_coding	Uevld	CDS	ENSMUST00000094398.12
UTR3 (ENSMUST00000094451.3)	chr4	150102428	150102902	475	chr4:150102428-150102902|Locus_9964	group1	protein_coding	Gpr157	UTR3	ENSMUST00000094451.3
UTR5 (ENSMUST00000094452.3)	chr5	113490922	113550828	59907	chr5:113490922-113550828|Locus_10851	group1	protein_coding	Wscd2	UTR5	ENSMUST00000094452.3
CDS (ENSMUST00000094452.3, CDS 1 of 8, 400bp)	chr5	113551104	113558417	7314	chr5:113551104-113558417|Locus_10852	group1	protein_coding	Wscd2	CDS	ENSMUST00000094452.3
CDS (ENSMUST00000094452.3, CDS 8 of 8, 353bp)	chr5	113587976	113588550	575	chr5:113587976-113588550|Locus_10853	group1	protein_coding	Wscd2	CDS	ENSMUST00000094452.3
UTR3 (ENSMUST00000094452.3)	chr5	113589426	113589500	75	chr5:113589426-113589500|Locus_10854	group1	protein_coding	Wscd2	UTR3	ENSMUST00000094452.3
UTR3 (ENSMUST00000094452.3)	chr5	113589526	113589575	50	chr5:113589526-113589575|Locus_10855	group1	protein_coding	Wscd2	UTR3	ENSMUST00000094452.3
CDS (ENSMUST00000094456.9, CDS 1 of 4, 1180bp)	chr2	151594324	151594573	250	chr2:151594324-151594573|Locus_9148	group1	protein_coding	Snph	CDS	ENSMUST00000094456.9
CDS (ENSMUST00000094456.9, CDS 1 of 4, 1180bp)	chr2	151593724	151594098	375	chr2:151593724-151594098|Locus_9149	group1	protein_coding	Snph	CDS	ENSMUST00000094456.9
UTR3 (ENSMUST00000094456.9)	chr2	151591724	151591973	250	chr2:151591724-151591973|Locus_9150	group1	protein_coding	Snph	UTR3	ENSMUST00000094456.9
UTR3 (ENSMUST00000094456.9)	chr2	151591524	151591573	50	chr2:151591524-151591573|Locus_9151	group1	protein_coding	Snph	UTR3	ENSMUST00000094456.9
CDS (ENSMUST00000094463.4, CDS 1 of 2, 3718bp)	chr5	111418112	111418311	200	chr5:111418112-111418311|Locus_11648	group1	protein_coding	Mn1	CDS	ENSMUST00000094463.4
CDS (ENSMUST00000094463.4, CDS 1 of 2, 3718bp)	chr5	111418812	111418886	75	chr5:111418812-111418886|Locus_11649	group1	protein_coding	Mn1	CDS	ENSMUST00000094463.4
CDS (ENSMUST00000094463.4, CDS 1 of 2, 3718bp)	chr5	111420587	111421111	525	chr5:111420587-111421111|Locus_11650	group1	protein_coding	Mn1	CDS	ENSMUST00000094463.4
CDS (ENSMUST00000094463.4, CDS 1 of 2, 3718bp)	chr5	111421537	111421736	200	chr5:111421537-111421736|Locus_11651	group1	protein_coding	Mn1	CDS	ENSMUST00000094463.4
CDS (ENSMUST00000094463.4, CDS 1 of 2, 3718bp)	chr5	111421812	111454843	33032	chr5:111421812-111454843|Locus_11652	group1	protein_coding	Mn1	CDS	ENSMUST00000094463.4
CDS (ENSMUST00000094471.9, CDS 1 of 3, 1271bp)	chr11	3290420	3290794	375	chr11:3290420-3290794|Locus_191	group1	protein_coding	Patz1	CDS	ENSMUST00000094471.9
CDS (ENSMUST00000094471.9, CDS 1 of 3, 1271bp)	chr11	3290920	3291469	550	chr11:3290920-3291469|Locus_192	group1	protein_coding	Patz1	CDS	ENSMUST00000094471.9
CDS (ENSMUST00000094481.1, CDS 1 of 1, 1380bp)	chr4	147868979	147870328	1350	chr4:147868979-147870328|Locus_2902	group1	protein_coding	Fv1	CDS	ENSMUST00000094481.1
Intron (ENSMUST00000094532.3, intron 1 of 7)	chr7	41490218	41490617	400	chr7:41490218-41490617|Locus_584	group1	protein_coding	Gm20449	Intron	ENSMUST00000094532.3
CDS (ENSMUST00000094544.2, CDS 1 of 2, 428bp)	chr4	141433072	141433396	325	chr4:141433072-141433396|Locus_10265	group1	protein_coding	Gm694	CDS	ENSMUST00000094544.2
CDS (ENSMUST00000094569.10, CDS 1 of 28, 232bp)	chr1	132570365	132570564	200	chr1:132570365-132570564|Locus_9875	group1	protein_coding	Nfasc	CDS	ENSMUST00000094569.10
UTR3 (ENSMUST00000094569.10)	chr1	132569290	132569889	600	chr1:132569290-132569889|Locus_9876	group1	protein_coding	Nfasc	UTR3	ENSMUST00000094569.10
UTR3 (ENSMUST00000094569.10)	chr1	132564715	132564889	175	chr1:132564715-132564889|Locus_9877	group1	protein_coding	Nfasc	UTR3	ENSMUST00000094569.10
CDS (ENSMUST00000094626.4, CDS 1 of 11, 491bp)	chr1	110889626	110890150	525	chr1:110889626-110890150|Locus_7469	group1	protein_coding	Cdh19	CDS	ENSMUST00000094626.4
CDS (ENSMUST00000094639.9, CDS 5 of 7, 8104bp)	chr2	121300854	121301178	325	chr2:121300854-121301178|Locus_4055	group1	protein_coding	Map1a	CDS	ENSMUST00000094639.9
CDS (ENSMUST00000094639.9, CDS 5 of 7, 8104bp)	chr2	121302554	121302878	325	chr2:121302554-121302878|Locus_4056	group1	protein_coding	Map1a	CDS	ENSMUST00000094639.9
CDS (ENSMUST00000094639.9, CDS 5 of 7, 8104bp)	chr2	121303554	121304053	500	chr2:121303554-121304053|Locus_4057	group1	protein_coding	Map1a	CDS	ENSMUST00000094639.9
CDS (ENSMUST00000094639.9, CDS 5 of 7, 8104bp)	chr2	121306954	121307028	75	chr2:121306954-121307028|Locus_4058	group1	protein_coding	Map1a	CDS	ENSMUST00000094639.9
CDS (ENSMUST00000094651.3, CDS 1 of 1, 456bp)	chr7	28278089	28279238	1150	chr7:28278089-28279238|Locus_11669	group1	protein_coding	Eid2b	CDS	ENSMUST00000094651.3
CDS (ENSMUST00000094657.9, CDS 5 of 9, 95bp)	chr4	132544712	132551340	6629	chr4:132544712-132551340|Locus_14371	group1	protein_coding	Dnajc8	CDS	ENSMUST00000094657.9
CDS (ENSMUST00000094657.9, CDS 8 of 9, 76bp)	chr4	132551491	132552095	605	chr4:132551491-132552095|Locus_14372	group1	protein_coding	Dnajc8	CDS	ENSMUST00000094657.9
CDS (ENSMUST00000094657.9, CDS 9 of 9, 123bp)	chr4	132552146	132553237	1092	chr4:132552146-132553237|Locus_14373	group1	protein_coding	Dnajc8	CDS	ENSMUST00000094657.9
CDS (ENSMUST00000094666.3, CDS 1 of 1, 855bp)	chr4	131922246	131923045	800	chr4:131922246-131923045|Locus_12840	group1	protein_coding	Tmem200b	CDS	ENSMUST00000094666.3
CDS (ENSMUST00000094693.10, CDS 7 of 7, 259bp)	chr12	80949895	80950169	275	chr12:80949895-80950169|Locus_5197	group1	protein_coding	Srsf5	CDS	ENSMUST00000094693.10
UTR3 (ENSMUST00000094695.11)	chr2	119137326	119137375	50	chr2:119137326-119137375|Locus_14055	group1	protein_coding	Rmdn3	UTR3	ENSMUST00000094695.11
UTR3 (ENSMUST00000094790.4)	chr7	19156961	19157235	275	chr7:19156961-19157235|Locus_11396	group1	protein_coding	Gipr	UTR3	ENSMUST00000094790.4
UTR5 (ENSMUST00000094805.4)	chr7	16994083	16994282	200	chr7:16994083-16994282|Locus_11666	group1	protein_coding	Ccdc8	UTR5	ENSMUST00000094805.4
UTR5 (ENSMUST00000094805.4)	chr7	16994308	16994407	100	chr7:16994308-16994407|Locus_11667	group1	protein_coding	Ccdc8	UTR5	ENSMUST00000094805.4
CDS (ENSMUST00000094805.4, CDS 1 of 1, 2058bp)	chr7	16995233	16995432	200	chr7:16995233-16995432|Locus_11668	group1	protein_coding	Ccdc8	CDS	ENSMUST00000094805.4
CDS (ENSMUST00000094807.5, CDS 1 of 1, 1986bp)	chr7	16946082	16946456	375	chr7:16946082-16946456|Locus_11662	group1	protein_coding	Pnmal2	CDS	ENSMUST00000094807.5
CDS (ENSMUST00000094807.5, CDS 1 of 1, 1986bp)	chr7	16946482	16946656	175	chr7:16946482-16946656|Locus_11663	group1	protein_coding	Pnmal2	CDS	ENSMUST00000094807.5
CDS (ENSMUST00000094807.5, CDS 1 of 1, 1986bp)	chr7	16946757	16947481	725	chr7:16946757-16947481|Locus_11664	group1	protein_coding	Pnmal2	CDS	ENSMUST00000094807.5
UTR3 (ENSMUST00000094807.5)	chr7	16948482	16948828	347	chr7:16948482-16948828|Locus_11665	group1	protein_coding	Pnmal2	UTR3	ENSMUST00000094807.5
UTR3 (ENSMUST00000094814.5)	chr4	120667397	120667446	50	chr4:120667397-120667446|Locus_12327	group1	protein_coding	Cited4	UTR3	ENSMUST00000094814.5
UTR3 (ENSMUST00000094815.4)	chr7	16327428	16327727	300	chr7:16327428-16327727|Locus_12439	group1	protein_coding	Sae1	UTR3	ENSMUST00000094815.4
UTR3 (ENSMUST00000094819.4)	chr4	119453960	119467444	13485	chr4:119453960-119467444|Locus_11159	group1	protein_coding	Zmynd12	UTR3	ENSMUST00000094819.4
CDS (ENSMUST00000094833.9, CDS 6 of 7, 1076bp)	chr5	38213299	38213923	625	chr5:38213299-38213923|Locus_16130	group1	protein_coding	Zbtb49	CDS	ENSMUST00000094833.9
CDS (ENSMUST00000094833.9, CDS 1 of 7, 677bp)	chr5	38200544	38201043	500	chr5:38200544-38201043|Locus_16131	group1	protein_coding	Zbtb49	CDS	ENSMUST00000094833.9
CDS (ENSMUST00000094868.9, CDS 6 of 13, 1305bp)	chr5	34199734	34217774	18041	chr5:34199734-34217774|Locus_7937	group1	protein_coding	Zfyve28	CDS	ENSMUST00000094868.9
CDS (ENSMUST00000094870.2, CDS 1 of 2, 1067bp)	chr7	6132941	6132990	50	chr7:6132941-6132990|Locus_13666	group1	protein_coding	Zfp787	CDS	ENSMUST00000094870.2
CDS (ENSMUST00000094870.2, CDS 1 of 2, 1067bp)	chr7	6132141	6132540	400	chr7:6132141-6132540|Locus_13667	group1	protein_coding	Zfp787	CDS	ENSMUST00000094870.2
UTR3 (ENSMUST00000094870.2)	chr7	6131716	6131890	175	chr7:6131716-6131890|Locus_13668	group1	protein_coding	Zfp787	UTR3	ENSMUST00000094870.2
CDS (ENSMUST00000094962.8, CDS 12 of 25, 265bp)	chr5	23485484	23485533	50	chr5:23485484-23485533|Locus_14558	group1	protein_coding	Kmt2e	CDS	ENSMUST00000094962.8
CDS (ENSMUST00000094962.8, CDS 12 of 25, 265bp)	chr5	23485559	23485608	50	chr5:23485559-23485608|Locus_14559	group1	protein_coding	Kmt2e	CDS	ENSMUST00000094962.8
